image_id,generated_caption,reference_captions,num_references,bleu1,bleu2,bleu3,bleu4
447111935_5af98563e3,"A serene forest scene with tall trees, dappled sunlight, and a small stream flowing through the lush greenery.",[],0,0,0,0,0
3559781965_d4ec00e506,"An aerial view of a bustling cityscape with skyscrapers, busy streets, and cars moving in different directions, creating a dynamic urban scene.",[],0,0,0,0,0
1446053356_a924b4893f,A serene beach with golden sand and crystal clear blue water under a clear blue sky.,[],0,0,0,0,0
3449846784_278bc1ba92,"An aerial view of a bustling cityscape with towering skyscrapers, busy streets filled with cars, and people walking on sidewalks.",[],0,0,0,0,0
2866093652_aa717eb9ce,"A lush green forest with sunlight filtering through the dense canopy, creating a magical atmosphere.",[],0,0,0,0,0
3550253365_27d4c303cf,A group of colorful hot air balloons floating peacefully in a clear blue sky.,[],0,0,0,0,0
3422458549_f3f3878dbf,"A close-up of a blooming pink flower with delicate petals and a yellow center, showcasing nature's beauty.",[],0,0,0,0,0
2993049054_611f900644,A group of friends enjoying a picnic in a sunny park.,[],0,0,0,0,0
2268596214_ca532f5c63,A close-up of a colorful bouquet of fresh flowers in a glass vase on a wooden table.,[],0,0,0,0,0
3014169370_fc4059352e,A serene landscape with a calm lake reflecting the vibrant colors of the setting sun.,[],0,0,0,0,0
2917843040_7c9caaaa8a,A serene beach scene with palm trees and a calm ocean under a blue sky.,[],0,0,0,0,0
1803631090_05e07cc159,A group of friends laughing and enjoying a picnic in a blooming meadow on a sunny day.,[],0,0,0,0,0
2515247156_c1b759fc33,"A lush green forest with sunlight filtering through the canopy, creating a magical atmosphere.",[],0,0,0,0,0
2597737483_6518a230e4,"A serene forest scene with sunlight filtering through the trees, casting dappled shadows on the lush green ground.",[],0,0,0,0,0
3610683688_bbe6d725ed,A serene landscape featuring a calm lake reflecting the clear blue sky and surrounded by lush green trees.,[],0,0,0,0,0
2351479551_e8820a1ff3,A field of colorful wildflowers swaying in the gentle breeze under a clear blue sky.,[],0,0,0,0,0
3745451546_fc8ec70cbd,A group of colorful hot air balloons floating gracefully in a clear blue sky.,[],0,0,0,0,0
2182050469_1edac0bc60,A colorful sunset over a calm lake with reflections of the sky and trees in the water.,[],0,0,0,0,0
3547647914_4dd56a8c1b,"A vibrant bouquet of assorted flowers in full bloom, showcasing a variety of colors and shapes.",[],0,0,0,0,0
1231229740_8dcbf80bfb,"A cozy living room with a crackling fireplace, comfortable sofa, and soft, fluffy rug.",[],0,0,0,0,0
3256275785_9c3af57576,A group of diverse friends laughing and enjoying a picnic in the park.,[],0,0,0,0,0
124972799_de706b6d0b,A group of happy children playing in a green park under a bright blue sky.,[],0,0,0,0,0
109260218_fca831f933,A golden sunset over a tranquil lake with a silhouette of trees in the foreground.,[],0,0,0,0,0
2662570182_350baa020f,A cozy cabin nestled in the snowy mountains surrounded by pine trees.,[],0,0,0,0,0
335588286_f67ed8c9f9,A serene beach scene with golden sand and crystal clear blue water.,[],0,0,0,0,0
510510783_b2cf5d57bb,A field of colorful wildflowers in full bloom under a clear blue sky.,[],0,0,0,0,0
3501936223_6122a13d27,"A vibrant sunset over a calm lake, with the sky painted in hues of orange, pink, and purple.",[],0,0,0,0,0
381275595_b429fd1639,"A close-up of a colorful butterfly resting on a blooming flower, with intricate details on its wings.",[],0,0,0,0,0
3008370541_ce29ce49f0,A serene landscape with a calm lake reflecting the colorful autumn trees.,[],0,0,0,0,0
359082432_c1fd5aa2d6,"A lush green forest with sunlight filtering through the canopy, casting dappled shadows on the ground.",[],0,0,0,0,0
2741380826_cfe0ddf0a9,A group of colorful hot air balloons floating in the clear blue sky during a festival.,[],0,0,0,0,0
2420546021_4a59790da6,A peaceful landscape with a serene lake reflecting the colorful autumn trees.,[],0,0,0,0,0
2839807428_efe42423f2,"A lush green forest with sunlight filtering through the leaves, creating a tranquil atmosphere.",[],0,0,0,0,0
3041384194_04316bd416,"A close-up of a blooming flower with delicate petals and a bright yellow center, showcasing the beauty of nature.",[],0,0,0,0,0
2363419943_717e6b119d,A colorful field of blooming wildflowers with butterflies fluttering around in the warm sunlight.,[],0,0,0,0,0
3105929913_94a6882e25,"A cozy living room with a crackling fireplace, soft cushions, and a warm, inviting ambiance.",[],0,0,0,0,0
3099504809_565e17e49d,"A cozy cabin nestled among tall pine trees, with smoke rising from the chimney on a chilly day.",[],0,0,0,0,0
3490597800_8f94f7d353,A serene landscape with a calm lake reflecting the clear blue sky and fluffy white clouds.,[],0,0,0,0,0
3626964430_cb5c7e5acc,"A serene landscape with a bright blue sky, fluffy white clouds, and a lush green meadow.",[],0,0,0,0,0
247691240_3881777ab8,"A peaceful sunset over a tranquil beach, with the orange and pink hues painting the sky and reflecting on the water.",[],0,0,0,0,0
2804374083_311f98f5f2,"A colorful sunset over a calm lake, reflecting the orange and pink hues of the sky.",[],0,0,0,0,0
3385956569_a849218e34,"A cozy living room with a soft, plush sofa, a warm throw blanket, and a glowing fireplace.",[],0,0,0,0,0
3725177385_62d5e13634,"A vibrant sunset over a calm lake, casting a warm orange and pink glow on the water.",[],0,0,0,0,0
229951087_4c20600c32,A vibrant sunset over a calm lake with silhouettes of trees in the foreground.,[],0,0,0,0,0
2169951750_495820a215,A close-up of a blooming red rose with water droplets on its petals.,[],0,0,0,0,0
2344412916_9a5a9b1c82,A group of diverse friends laughing and chatting around a picnic table in a sunny park.,[],0,0,0,0,0
3578477508_b7d839da16,A peaceful forest scene with dappled sunlight filtering through the lush green leaves of tall trees.,[],0,0,0,0,0
3259222980_04fb62df97,"A serene beach scene with golden sand, clear blue water, and a few seagulls flying in the distance.",[],0,0,0,0,0
3726130458_07df79e969,"A close-up of a fluffy white and brown puppy playing with a squeaky toy in a grassy field, its tail wagging happily.",[],0,0,0,0,0
2937942758_712be5c610,A serene landscape of a calm lake reflecting the colorful hues of a sunset sky.,[],0,0,0,0,0
2308978137_bfe776d541,A fluffy white cat with bright blue eyes sitting in a sunbeam.,[],0,0,0,0,0
3526018344_450c517a72,A fluffy white kitten playing with a ball of yarn on a cozy rug.,[],0,0,0,0,0
3386893620_5f0bb4e794,A group of diverse friends laughing and enjoying a picnic in a lush green park on a sunny day.,[],0,0,0,0,0
2266061169_dfbf8f0595,An abstract art piece with bold geometric shapes and a palette of bright colors.,[],0,0,0,0,0
944788251_a0bcd4b960,A serene landscape with a calm lake reflecting the surrounding green trees and a clear blue sky above.,[],0,0,0,0,0
2817230861_d27341dec0,"A group of colorful hot air balloons floating in the clear blue sky, creating a picturesque scene.",[],0,0,0,0,0
2272491304_cb7c7ed16f,"A serene forest landscape with tall trees, dappled sunlight filtering through the branches, and a winding stream.",[],0,0,0,0,0
1529044279_4922ead27c,"A group of colorful hot air balloons floating in a clear blue sky, creating a picturesque scene.",[],0,0,0,0,0
3535084928_858544f49a,A lush green forest with sunlight streaming through the trees creating a magical atmosphere.,[],0,0,0,0,0
2682382530_f9f8fd1e89,A fluffy white cloud floating in a blue sky above a tranquil lake.,[],0,0,0,0,0
380515798_c2abbf46b0,"A peaceful forest scene with sunlight filtering through the trees, casting dappled shadows on the lush greenery below.",[],0,0,0,0,0
2753506871_dc38e7d153,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2096771662_984441d20d,"A colorful sunset painting the sky in hues of orange, pink, and purple.",[],0,0,0,0,0
3349955993_a04aea97d8,"A peaceful beach scene with gentle waves, golden sand, and a clear blue sky.",[],0,0,0,0,0
3557316485_574a5f7a89,"A lively city street filled with people walking and cycling, surrounded by tall buildings and bustling cafes.",[],0,0,0,0,0
3355756569_b430a29c2a,A vibrant sunset over a calm lake with silhouettes of trees in the foreground.,[],0,0,0,0,0
3551170666_01df31412d,"A fluffy white kitten playing with a colorful ball of yarn, with a playful expression on its face and soft fur shining in the sunlight.",[],0,0,0,0,0
1800601130_1c0f248d12,"A serene forest scene with sunlight streaming through the trees, creating dappled shadows on the ground.",[],0,0,0,0,0
2789238858_14261dd25a,"A close-up of a vibrant bouquet of assorted flowers, showcasing a mix of roses, daisies, and tulips.",[],0,0,0,0,0
300577375_26cc2773a1,"A lush green forest with sunlight streaming through the canopy, creating a peaceful atmosphere.",[],0,0,0,0,0
1679617928_a73c1769be,A serene landscape with a crystal-clear lake reflecting the surrounding mountains and trees.,[],0,0,0,0,0
3016521240_2ef20834b6,"A close-up of a vibrant field of wildflowers, showcasing a variety of colors and textures.",[],0,0,0,0,0
3533451027_b078e4631b,A serene landscape of a calm lake reflecting the colorful autumn trees.,[],0,0,0,0,0
2244551043_21b8cca866,"A cozy living room with a crackling fireplace, soft glowing lights, and a comfortable sofa adorned with cushions.",[],0,0,0,0,0
2480668859_6f9b46be6a,"A serene sunset over a calm lake, with vibrant hues of orange and pink reflecting on the water.",[],0,0,0,0,0
1118557877_736f339752,A serene beach scene with golden sand and crystal clear blue waters under a clear sky.,[],0,0,0,0,0
2066048248_f53f5ef5e2,"A colorful field of blooming wildflowers, with a blue sky and fluffy white clouds in the background.",[],0,0,0,0,0
3282925526_535ff9f2b2,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3216762979_813c45a8ec,"A field of colorful wildflowers with butterflies fluttering around, adding a touch of beauty to the scene.",[],0,0,0,0,0
2407470303_6fd5e3600d,A group of colorful hot air balloons floating in a clear blue sky.,[],0,0,0,0,0
3453544202_3855ab34b6,"A vibrant sunset over a calm lake, reflecting the orange and pink hues of the sky.",[],0,0,0,0,0
2137071442_1c9658c81a,"A serene forest scene with sunlight filtering through the lush green canopy, casting dappled shadows on the forest floor.",[],0,0,0,0,0
3473264983_67917a931f,A colorful bouquet of various flowers in a glass vase sitting on a wooden table.,[],0,0,0,0,0
2714220101_c31db50b10,A close-up of a blooming pink flower in a lush green garden.,[],0,0,0,0,0
2591486448_48d5438343,"A cozy living room with a crackling fireplace, comfortable furniture, and warm lighting creating a welcoming atmosphere.",[],0,0,0,0,0
2869253972_aa72df6bf3,A close-up of a blooming sunflower with bright yellow petals and a dark brown center.,[],0,0,0,0,0
290982269_79fc9f36dc,A golden sunset casting a warm glow over a peaceful beach with gentle waves rolling onto the shore.,[],0,0,0,0,0
293327462_20dee0de56,A fluffy white kitten playing with a ball of yarn on a soft blue blanket.,[],0,0,0,0,0
3370308329_7f2de5bb58,A serene landscape with a calm lake reflecting the surrounding trees and mountains.,[],0,0,0,0,0
109823395_6fb423a90f,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
515335111_c4afd5b903,"A vibrant sunset over a calm lake, casting a golden hue on the water.",[],0,0,0,0,0
2730819220_b58af1119a,A serene lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
241346580_b3c035d65c,A colorful hot air balloon floating in a clear blue sky with fluffy white clouds.,[],0,0,0,0,0
3030962048_f71948226c,A serene landscape with a calm lake reflecting the colorful autumn trees.,[],0,0,0,0,0
241345533_99c731403a,"A colorful sunset painting the sky with hues of pink, orange, and purple over a calm ocean with gentle waves.",[],0,0,0,0,0
940973925_a2e6d7951c,"A cozy living room with a crackling fireplace, plush furniture, and soft lighting.",[],0,0,0,0,0
756004341_1a816df714,"A lush green forest with sunlight filtering through the canopy, casting dappled shadows on the forest floor.",[],0,0,0,0,0
3692746368_ab7d97ab31,"A close-up shot of a blooming red rose, showcasing its delicate petals and green leaves.",[],0,0,0,0,0
3195188609_01afbe46e6,A group of colorful hot air balloons soaring in a clear blue sky.,[],0,0,0,0,0
3224904543_679fe05c41,A serene landscape with a calm lake reflecting the colorful autumn trees.,[],0,0,0,0,0
774009278_8e75b7d498,"A close-up of a blooming sunflower in a field, with vibrant yellow petals and a dark brown center.",[],0,0,0,0,0
3482237861_605b4f0fd9,"A lush green forest with sunlight filtering through the leaves, creating a dappled effect on the ground.",[],0,0,0,0,0
3342855466_44038a8aa3,"A bright sun setting over the horizon, casting a warm golden light on a tranquil beach.",[],0,0,0,0,0
2074764331_90a9962b52,"A vibrant sunset over a calm lake, with the sky painted in hues of orange, pink, and purple.",[],0,0,0,0,0
2943023421_e297f05e11,A serene landscape with a snow-capped mountain in the background and a calm lake reflecting the clear blue sky.,[],0,0,0,0,0
2511762757_bd0ab0a017,"A group of diverse friends sitting on a park bench, laughing and enjoying each other's company.",[],0,0,0,0,0
2340919359_f56787d307,A serene landscape featuring a calm lake surrounded by vibrant green trees and a clear blue sky.,[],0,0,0,0,0
1461667284_041c8a2475,A serene landscape featuring a lush green forest with sunlight filtering through the trees.,[],0,0,0,0,0
3601978895_9fec23ce0c,A cute fluffy kitten playing with a colorful ball of yarn on a soft cozy blanket.,[],0,0,0,0,0
2281075738_230892b241,A fluffy white and brown puppy playing with a tennis ball in a vibrant green grassy field.,[],0,0,0,0,0
3533775651_9d7e93dacf,A group of diverse friends laughing and enjoying a picnic in a lush green park on a sunny day.,[],0,0,0,0,0
2855910826_d075845288,A colorful bouquet of flowers in a glass vase on a windowsill.,[],0,0,0,0,0
2070798293_6b9405e04d,A cozy cabin nestled in a snowy forest surrounded by tall pine trees.,[],0,0,0,0,0
2987121689_f9de6c479b,A group of diverse friends laughing and chatting at a picnic in a lush green park.,[],0,0,0,0,0
3220200084_3ea129336e,"A beautiful sunset over a calm lake, with vibrant orange and pink hues reflecting on the water.",[],0,0,0,0,0
307327914_f98f576adb,A group of colorful hot air balloons floating in a clear blue sky during a festival.,[],0,0,0,0,0
3251906388_c09d44340e,"A cozy living room with a crackling fireplace, comfortable furniture, and soft lighting creating a warm atmosphere.",[],0,0,0,0,0
3203742047_6a55065411,"A colorful sunset over a calm lake, reflecting the vibrant hues of the sky.",[],0,0,0,0,0
3707077198_efd6aa808d,"A vibrant sunset over a calm lake, reflecting the colorful sky and surrounding trees.",[],0,0,0,0,0
3280644151_3d89cb1e0e,"A lush green forest with sunlight streaming through the trees, creating a magical atmosphere.",[],0,0,0,0,0
979383193_0a542a059d,"A colorful sunset over a calm lake with vibrant hues of pink, orange, and purple reflecting on the water.",[],0,0,0,0,0
501699433_f8df386cf9,A group of happy children playing together in a sunny playground.,[],0,0,0,0,0
2766148353_70b2e8070f,A group of colorful hot air balloons floating gracefully in the clear blue sky.,[],0,0,0,0,0
3582742297_1daa29968e,A group of playful puppies running through a green meadow under a clear blue sky.,[],0,0,0,0,0
2423292784_166ee54e0b,"A serene forest scene with sunlight streaming through the canopy, casting dappled shadows on the ground.",[],0,0,0,0,0
1452361926_6d8c535e32,A close-up of a vibrant bouquet of assorted flowers in full bloom.,[],0,0,0,0,0
3216829599_366a43f05e,"A colorful bouquet of various flowers, including roses, daisies, and tulips, arranged in a vase.",[],0,0,0,0,0
1362128028_8422d53dc4,A serene mountain landscape with a winding river and snow-capped peaks in the distance.,[],0,0,0,0,0
3502563726_30d1ce29c8,A close-up of a fluffy white cloud against a bright sunset sky.,[],0,0,0,0,0
3582048078_7bac2d8473,A cute puppy playing with a ball in a green grassy field on a sunny day.,[],0,0,0,0,0
3557324238_6ba58831d9,A close-up of a fluffy white cloud against a clear blue sky.,[],0,0,0,0,0
1476241331_2f43b67aed,"A group of diverse friends laughing together at a picnic in a lush green park, surrounded by trees and flowers.",[],0,0,0,0,0
2611651553_61f859837e,"A lush green forest with sunlight filtering through the trees, creating a tranquil and serene atmosphere.",[],0,0,0,0,0
3229519418_040f05ced1,A group of tall pine trees standing tall in a dense foggy forest.,[],0,0,0,0,0
3293945284_6a04e477a9,"A close-up of a blooming sunflower in a field, with a clear blue sky in the background.",[],0,0,0,0,0
3056530884_27766059bc,"A lush green forest with sunlight streaming through the canopy, creating dappled patterns on the ground.",[],0,0,0,0,0
2079554580_f18d5c181b,A scenic view of a peaceful lake surrounded by lush green trees under a clear blue sky.,[],0,0,0,0,0
2261346505_302c67951d,"A serene forest scene with sunlight filtering through the green leaves, casting dappled shadows on the ground.",[],0,0,0,0,0
2637959357_dd64a03efa,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2787276494_82703f570a,A serene landscape with a calm lake reflecting the colorful autumn trees.,[],0,0,0,0,0
1189977786_4f5aaed773,"A vibrant sunset over a calm lake, reflecting the warm colors of the sky.",[],0,0,0,0,0
350176185_b8c5591e36,"A colorful sunset over the ocean with vibrant hues of orange, pink, and purple painting the sky.",[],0,0,0,0,0
3636418958_f038130bb2,"A vibrant bouquet of assorted flowers in a glass vase, showcasing a mix of roses, daisies, and tulips in various shades.",[],0,0,0,0,0
3539817989_5353062a39,"A colorful sunset over a calm lake, reflecting the sky's vibrant hues.",[],0,0,0,0,0
3345025842_bc2082a509,A serene lake reflecting the colorful autumn trees surrounding it.,[],0,0,0,0,0
3425069551_aba046a1b6,A fluffy white cat playing with a ball of yarn.,[],0,0,0,0,0
2073756099_7e02c0110c,A close-up of a blooming pink flower in a botanical garden.,[],0,0,0,0,0
2377460540_8cfb62463a,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3613585080_36629d8157,"A lush green forest with sunlight streaming through the trees, creating dappled patterns on the ground.",[],0,0,0,0,0
2867699650_e6ddb540de,A fluffy white kitten playing with a colorful ball of yarn on a cozy rug.,[],0,0,0,0,0
1526325728_74eb4153d8,A cozy cabin nestled among tall pine trees in a serene forest setting.,[],0,0,0,0,0
3354330935_de75be9d2f,"A serene forest scene with sunlight streaming through the trees, casting dappled shadows on the lush green ground.",[],0,0,0,0,0
2701487024_e866eb4550,A close-up shot of a fluffy squirrel holding an acorn in its tiny paws.,[],0,0,0,0,0
2561341745_2d77d3ff7d,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3259110412_9908c45144,"A cozy living room with a crackling fireplace, plush sofa, and soft lighting creating a warm and inviting atmosphere.",[],0,0,0,0,0
3264464625_c711cc40c6,"A close-up of a blooming red rose, showcasing delicate petals and a golden center.",[],0,0,0,0,0
2114126343_a0f74ff63b,"A vibrant sunset over a calm lake, with reflections of the colorful sky on the water's surface.",[],0,0,0,0,0
3135826945_f7c741e5b7,A serene landscape with a calm lake reflecting the vibrant colors of a sunset.,[],0,0,0,0,0
3027850131_a7772e0ba0,"A peaceful landscape with a colorful sunset over a calm lake, reflecting the vibrant hues of the sky.",[],0,0,0,0,0
3476237185_9389c536a3,A group of diverse friends laughing and enjoying a picnic in the park.,[],0,0,0,0,0
2789688929_9424fceed1,A colorful hot air balloon floating in a clear blue sky with fluffy white clouds.,[],0,0,0,0,0
533713001_2d36e93509,A colorful bouquet of flowers in a glass vase.,[],0,0,0,0,0
2934573544_7ffe92a2c9,A vibrant city street bustling with people and tall buildings under a clear blue sky.,[],0,0,0,0,0
133905560_9d012b47f3,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3738685861_8dfff28760,A close-up of a vibrant field of blooming wildflowers with a clear blue sky in the background.,[],0,0,0,0,0
437054333_5c2761b8cd,A vibrant field of wildflowers under a clear blue sky.,[],0,0,0,0,0
309771854_952aabe3cc,"A cozy cabin nestled in a snowy forest, smoke rising from the chimney on a cold winter day.",[],0,0,0,0,0
3533470072_87a5b595ba,"A colorful sunset painting the sky in shades of orange, pink, and purple.",[],0,0,0,0,0
3453259666_9ecaa8bb4b,"A lush green forest with sunlight streaming through the trees, creating a peaceful and serene atmosphere.",[],0,0,0,0,0
1884065356_c6c34b4568,A serene beach scene with palm trees swaying in the breeze and a clear blue sky overhead.,[],0,0,0,0,0
3324375078_9441f72898,A close-up of a fluffy white kitten playing with a colorful ball of yarn.,[],0,0,0,0,0
434792818_56375e203f,"A beautiful sunset over a calm lake, with vibrant hues of orange and pink reflecting on the water.",[],0,0,0,0,0
3726076549_0efb38854b,A cozy cabin nestled in a lush green forest with sunlight filtering through the trees.,[],0,0,0,0,0
2873445888_8764699246,A serene landscape with a calm lake reflecting the surrounding trees and mountains.,[],0,0,0,0,0
3429641260_2f035c1813,"A cozy living room with a crackling fireplace, a soft rug, and comfortable armchairs inviting relaxation.",[],0,0,0,0,0
3182996527_70d9c323d5,A serene beach scene with palm trees swaying in the wind and gentle waves rolling onto the shore.,[],0,0,0,0,0
2585141045_b496a7b7c4,A serene landscape featuring a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
1056359656_662cee0814,"A dense forest with sunlight filtering through the leaves, creating a dappled effect on the forest floor.",[],0,0,0,0,0
3375534917_62350bd06b,"A colorful field of blooming wildflowers, with butterflies fluttering among the petals.",[],0,0,0,0,0
2844963839_ff09cdb81f,A group of diverse people enjoying a picnic in a lush green park surrounded by tall trees.,[],0,0,0,0,0
3384314832_dffc944152,A charming rustic cabin nestled among towering pine trees in a peaceful meadow.,[],0,0,0,0,0
2759089516_cbb993cb92,"A close-up shot of a blooming sunflower, with its bright yellow petals contrasting against a clear blue sky.",[],0,0,0,0,0
3684680947_f1c460242f,"An aerial view of a bustling cityscape at night, with bright lights illuminating the streets and buildings below.",[],0,0,0,0,0
3396251819_1efa69310f,"A vibrant sunset painting the sky with hues of orange, pink, and purple.",[],0,0,0,0,0
2149968397_a7411729d1,A serene lake surrounded by lush green trees and a clear blue sky reflecting in the water.,[],0,0,0,0,0
2084103826_ffd76b1e3e,A cozy living room with a crackling fireplace and a fluffy cat lounging on a soft rug.,[],0,0,0,0,0
2157003092_eaeb977789,"A peaceful forest scene with sunlight filtering through the trees, creating dappled shadows on the forest floor.",[],0,0,0,0,0
3694991841_141804da1f,"A serene forest scene with sunlight filtering through the trees, casting dappled shadows on the forest floor.",[],0,0,0,0,0
3012513414_86180c44cb,"A colorful sunset painting the sky with hues of orange, pink, and purple.",[],0,0,0,0,0
242559369_9ae90ed0b4,A serene beach scene with gentle waves rolling onto the sandy shore under a clear blue sky.,[],0,0,0,0,0
3425061393_d093edb8da,"A lush green forest with sunlight filtering through the dense canopy, creating dappled patterns on the forest floor.",[],0,0,0,0,0
2431120202_b24fe2333a,"A bustling city street filled with people walking, cars driving, and colorful storefronts.",[],0,0,0,0,0
185057637_e8ada37343,A serene landscape painting featuring a calm lake reflecting the vibrant colors of a sunset sky.,[],0,0,0,0,0
2159447283_fab8c272b0,A group of diverse friends laughing and enjoying a picnic in a sunlit park.,[],0,0,0,0,0
424506167_01f365726b,A colorful field of blooming wildflowers with a clear blue sky in the background.,[],0,0,0,0,0
3484365373_98d5304935,"A dense forest with sunlight streaming through the lush green canopy, creating a serene and peaceful atmosphere.",[],0,0,0,0,0
2680619645_ab6645218d,A serene landscape with a calm lake reflecting the vibrant colors of the setting sun.,[],0,0,0,0,0
3251648670_9339943ba2,A sunny beach with turquoise waters and palm trees swaying in the breeze.,[],0,0,0,0,0
2540750172_070250ece5,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3656906086_7034f69ab6,"A lush green forest with sunlight streaming through the leaves, creating a peaceful and serene atmosphere.",[],0,0,0,0,0
3711826708_bba64fb1e1,"A close-up of a fluffy white bunny sitting in a green meadow, with flowers blooming in the background.",[],0,0,0,0,0
3004290523_d1319dfdb4,"A close-up of a blooming red rose, with delicate petals and intricate details in the center.",[],0,0,0,0,0
321229104_3cbaf0f51c,A serene landscape with a lush green meadow and a clear blue sky.,[],0,0,0,0,0
972381743_5677b420ab,"A cozy cabin in the woods surrounded by tall pine trees, with smoke rising from the chimney.",[],0,0,0,0,0
3206058778_7053ee6b52,A bouquet of vibrant flowers in full bloom against a green background.,[],0,0,0,0,0
1417882092_c94c251eb3,A lush green forest with a winding trail disappearing into the trees.,[],0,0,0,0,0
2512682478_b67cc525c7,A peaceful meadow with a clear blue sky and fluffy white clouds.,[],0,0,0,0,0
2558312618_13d362df66,"A panoramic view of a lush green forest with sunlight filtering through the canopy, creating a magical, dappled light effect.",[],0,0,0,0,0
2967549094_d32422eb01,"A colorful sunset painting the sky with hues of orange, pink, and purple.",[],0,0,0,0,0
2831723637_30d4456665,A close-up of a colorful butterfly resting on a blooming flower.,[],0,0,0,0,0
709373049_15b8b6457a,"A serene landscape of a colorful sunset over a calm lake, with vibrant hues of orange, pink, and purple reflecting in the water.",[],0,0,0,0,0
3330675488_8692476a4a,A group of colorful hot air balloons floating in the sky during a festival.,[],0,0,0,0,0
3459858555_c3f0087a72,A close-up of a fluffy tabby cat with bright green eyes lounging on a cozy window sill.,[],0,0,0,0,0
2565685680_c30972455d,"A vibrant sunset over a calm lake, casting a warm orange glow on the water.",[],0,0,0,0,0
3410902181_b2a3c6eec9,"A colorful sunset painting with hues of pink, orange, and purple blending together in the sky.",[],0,0,0,0,0
3109780402_dbae082dc5,"A fluffy white cat lounging in a sunny spot by a window, casting a soft shadow on the floor.",[],0,0,0,0,0
3399284917_721aefe2a7,"A vibrant sunset over a calm lake, casting a warm golden glow on the water and surrounding trees.",[],0,0,0,0,0
480607352_65614ab348,A group of colorful hot air balloons floating in a clear blue sky.,[],0,0,0,0,0
2759211664_d21393b668,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
799199774_142b1c3bb2,"A serene beach scene with palm trees swaying in the wind, overlooking crystal clear blue waters.",[],0,0,0,0,0
3423249426_02bedf9260,A bright and sunny day at the beach with clear blue skies and sparkling ocean water.,[],0,0,0,0,0
2837908308_8bc25c6b02,A close-up of a vibrant bouquet of assorted flowers in full bloom.,[],0,0,0,0,0
2136992638_098d62a3c5,A group of diverse friends laughing and enjoying a picnic in a green park on a sunny day.,[],0,0,0,0,0
1433142189_cda8652603,"A lush green forest with sunlight filtering through the canopy, creating a magical and serene atmosphere.",[],0,0,0,0,0
1775029934_e1e96038a8,A peaceful meadow with a rainbow stretching across the horizon.,[],0,0,0,0,0
3280173193_98c2d6a223,An abstract photograph of vibrant swirls of paint in various shades of blue and green.,[],0,0,0,0,0
2883950737_3b67d24af4,"A field of blooming sunflowers under a clear blue sky, with bees buzzing around.",[],0,0,0,0,0
3242919570_39a05aa2ee,A serene landscape showing a beautiful sunset over a calm lake with vibrant colors reflecting in the water.,[],0,0,0,0,0
3276448136_0d9f5069c5,"An aerial view of a bustling cityscape at night, with bright lights illuminating the streets and buildings below.",[],0,0,0,0,0
2458862292_466a920ee2,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2602306033_2b3100d36b,A tranquil lake surrounded by tall pine trees and a clear blue sky.,[],0,0,0,0,0
3404012438_9baf8dcbaf,"A vibrant sunset over a calm lake, with colorful hues reflected in the water.",[],0,0,0,0,0
3537806062_c50d814aba,"A peaceful forest scene with sunlight filtering through the trees, creating a serene atmosphere.",[],0,0,0,0,0
2525455265_f84ba72bd7,"A panoramic view of a lush green forest with sunlight streaming through the canopy, creating dappled shadows on the ground.",[],0,0,0,0,0
2311690895_0d6efe11c8,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2355819665_39021ff642,"A lush green forest with sunlight filtering through the trees, creating a magical and serene atmosphere.",[],0,0,0,0,0
2374570771_c395fc224a,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2512876666_9da03f9589,"A vibrant sunset over a calm lake, with the sky painted in hues of orange, pink, and purple.",[],0,0,0,0,0
3500399969_f54ce5848f,A serene beach scene with golden sand and clear blue water under a bright sky.,[],0,0,0,0,0
3533484468_0787830d49,A bright red apple on a wooden table.,[],0,0,0,0,0
2283966256_70317e1759,A peaceful forest scene with tall trees and a gentle stream flowing through the lush greenery.,[],0,0,0,0,0
3284460070_6805990149,A cozy cabin nestled among tall pine trees in a forest setting.,[],0,0,0,0,0
3427023324_f1f6504bf4,"A vibrant cityscape at night, illuminated by colorful neon lights and bustling with activity.",[],0,0,0,0,0
3419634480_c390f62a6e,A panoramic view of a green meadow with a clear blue sky and fluffy white clouds overhead.,[],0,0,0,0,0
2824004868_1fc0a81173,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
285306009_f6ddabe687,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
